Unnamed: 0,bmi,gender,is_training,name,split
0,34.2073961938,Male,1,img_0.bmp,train
1,26.4537197232,Male,1,img_1.bmp,train
2,34.9675605536,Female,1,img_2.bmp,train
3,22.044766436,Female,1,img_3.bmp,train
6,25.8455882353,Female,1,img_6.bmp,train
7,21.740700692,Female,1,img_7.bmp,test
8,30.6158579882,Female,1,img_8.bmp,train
9,26.7888757396,Female,1,img_9.bmp,val
10,38.7327823691,Male,1,img_10.bmp,train
11,30.8248393021,Male,1,img_11.bmp,val
12,41.3988888889,Male,1,img_12.bmp,train
13,31.0491666667,Male,1,img_13.bmp,train
14,35.5613965483,Male,1,img_14.bmp,train
15,25.7994445547,Male,1,img_15.bmp,test
16,33.199527745,Male,1,img_16.bmp,train
17,23.5953786473,Male,1,img_17.bmp,train
18,41.2094594595,Male,1,img_18.bmp,train
19,21.3108108108,Male,1,img_19.bmp,train
20,26.6224852071,Male,1,img_20.bmp,train
21,21.6307692308,Male,1,img_21.bmp,train
22,41.8090397924,Male,1,img_22.bmp,train
23,22.3488321799,Male,1,img_23.bmp,train
24,33.8112792969,Female,1,img_24.bmp,val
25,24.8864746094,Female,1,img_25.bmp,train
26,35.549342838,Male,1,img_26.bmp,val
27,30.8511918022,Male,1,img_27.bmp,train
28,31.4511657215,Male,1,img_28.bmp,train
29,20.3768115942,Male,1,img_29.bmp,val
30,33.9023919753,Male,1,img_30.bmp,train
31,27.7999614198,Male,1,img_31.bmp,train
32,31.4703856749,Female,1,img_32.bmp,train
33,23.4010560147,Female,1,img_33.bmp,train
34,29.2252456538,Female,1,img_34.bmp,train
35,22.1403376165,Female,1,img_35.bmp,train
36,31.1667387543,Female,1,img_36.bmp,train
37,22.044766436,Female,1,img_37.bmp,val
38,41.6866203791,Male,1,img_38.bmp,train
39,36.2779133046,Male,1,img_39.bmp,test
41,28.8904109589,Male,1,img_41.bmp,train
42,43.5334959655,Male,1,img_42.bmp,train
43,35.6183148808,Male,1,img_43.bmp,train
44,36.4878892734,Male,1,img_44.bmp,test
45,25.8455882353,Male,1,img_45.bmp,test
46,37.9321563182,Male,1,img_46.bmp,train
47,30.4015076374,Male,1,img_47.bmp,train
48,44.0731095679,Male,1,img_48.bmp,train
49,40.6828703704,Male,1,img_49.bmp,val
50,27.8220155709,Male,1,img_50.bmp,train
51,21.2846020761,Male,1,img_51.bmp,train
52,36.4878892734,Male,1,img_52.bmp,test
53,27.365916955,Male,1,img_53.bmp,train
54,35.7277249135,Female,1,img_54.bmp,train
55,21.2846020761,Female,1,img_55.bmp,test
56,37.9258494031,Female,1,img_56.bmp,train
57,23.4010560147,Female,1,img_57.bmp,test
58,38.2736816406,Female,1,img_58.bmp,train
59,29.1772460938,Female,1,img_59.bmp,train
60,30.2446222222,Male,1,img_60.bmp,train
61,21.9960888889,Male,1,img_61.bmp,test
62,33.2990677753,Female,1,img_62.bmp,test
63,23.9115646259,Female,1,img_63.bmp,train
64,37.5852082869,Male,1,img_64.bmp,train
65,26.6228558699,Male,1,img_65.bmp,train
66,51.4892578125,Female,1,img_66.bmp,test
67,25.7446289062,Female,1,img_67.bmp,val
68,41.6866203791,Male,1,img_68.bmp,test
69,29.5500093826,Male,1,img_69.bmp,train
70,37.9736842105,Male,1,img_70.bmp,train
71,31.8881578947,Male,1,img_71.bmp,train
72,41.9701492537,Male,1,img_72.bmp,train
73,26.3096458008,Male,1,img_73.bmp,train
74,51.4892578125,Female,1,img_74.bmp,train
75,24.0283203125,Female,1,img_75.bmp,val
76,31.9469822485,Female,1,img_76.bmp,train
77,25.1249704142,Female,1,img_77.bmp,val
78,39.9342838049,Male,1,img_78.bmp,train
79,32.8870572511,Male,1,img_79.bmp,test
80,39.4644687013,Female,1,img_80.bmp,train
81,26.936065939,Female,1,img_81.bmp,train
82,46.25,Male,1,img_82.bmp,val
83,29.2105263158,Male,1,img_83.bmp,train
84,41.5003341501,Female,1,img_84.bmp,test
85,30.8511918022,Female,1,img_85.bmp,train
87,38.0082179931,Female,1,img_87.bmp,train
88,53.6907359651,Male,1,img_88.bmp,train
89,34.1668319778,Male,1,img_89.bmp,test
90,49.7411555556,Male,1,img_90.bmp,train
91,40.3678222222,Male,1,img_91.bmp,train
92,35.1426170972,Female,1,img_92.bmp,train
94,37.2438964844,Female,1,img_94.bmp,test
95,32.6098632812,Female,1,img_95.bmp,train
96,42.2631952663,Male,1,img_96.bmp,train
97,29.950295858,Male,1,img_97.bmp,val
98,29.285855981,Male,1,img_98.bmp,test
99,25.1021622694,Male,1,img_99.bmp,train
100,29.8341049383,Male,1,img_100.bmp,test
101,24.4097222222,Male,1,img_101.bmp,train
102,37.2438964844,Female,1,img_102.bmp,train
103,32.0949707031,Female,1,img_103.bmp,train
104,42.2408267906,Male,1,img_104.bmp,train
105,30.7513219035,Male,1,img_105.bmp,train
106,29.8341049383,Male,1,img_106.bmp,train
107,24.4097222222,Male,1,img_107.bmp,train
108,35.15,Female,1,img_108.bmp,train
109,25.6810204082,Female,1,img_109.bmp,val
110,37.5521193772,Male,1,img_110.bmp,test
111,28.4301470588,Male,1,img_111.bmp,train
114,34.0789473684,Male,1,img_114.bmp,train
115,25.5592105263,Male,1,img_115.bmp,train
116,39.1554054054,Male,1,img_116.bmp,train
117,28.2432432432,Male,1,img_117.bmp,train
118,33.8112792969,Female,1,img_118.bmp,train
119,27.4609375,Female,1,img_119.bmp,train
120,35.8009259259,Male,1,img_120.bmp,train
121,23.8672839506,Male,1,img_121.bmp,test
122,38.0082179931,Female,1,img_122.bmp,train
123,32.5350346021,Female,1,img_123.bmp,train
124,38.0082179931,Female,1,img_124.bmp,train
125,29.7984429066,Female,1,img_125.bmp,test
126,36.6059171598,Female,1,img_126.bmp,train
127,29.6175147929,Female,1,img_127.bmp,train
128,43.2315016862,Male,1,img_128.bmp,val
129,32.074985122,Male,1,img_129.bmp,train
130,38.312283737,Female,1,img_130.bmp,train
131,26.9098183391,Female,1,img_131.bmp,test
132,36.9587881488,Female,1,img_132.bmp,train
133,30.6945867677,Female,1,img_133.bmp,train
134,47.0565200617,Male,1,img_134.bmp,train
135,37.2926311728,Male,1,img_135.bmp,train
136,42.0825456837,Male,1,img_136.bmp,train
137,37.8004620878,Male,1,img_137.bmp,train
138,54.0287369125,Female,1,img_138.bmp,train
139,46.5116952551,Female,1,img_139.bmp,train
140,34.9675605536,Male,1,img_140.bmp,train
141,32.5350346021,Male,1,img_141.bmp,train
142,43.3293685121,Female,1,img_142.bmp,train
143,24.3252595156,Female,1,img_143.bmp,train
144,31.6342169748,Female,1,img_144.bmp,test
145,26.936065939,Female,1,img_145.bmp,train
146,37.597110152,Male,1,img_146.bmp,val
147,23.7455432539,Male,1,img_147.bmp,train
148,47.4633487654,Male,1,img_148.bmp,train
149,31.8682484568,Male,1,img_149.bmp,train
150,29.5628858025,Male,1,img_150.bmp,train
151,27.1219135802,Male,1,img_151.bmp,train
152,38.2434362529,Male,1,img_152.bmp,test
153,27.0214240706,Male,1,img_153.bmp,train
154,59.4894222222,Male,1,img_154.bmp,train
155,34.4938666667,Male,1,img_155.bmp,train
156,37.7587890625,Female,1,img_156.bmp,test
157,25.7446289062,Female,1,img_157.bmp,train
158,28.6456626759,Male,1,img_158.bmp,train
159,25.2495274102,Male,1,img_159.bmp,train
160,25.8218549128,Male,1,img_160.bmp,train
161,19.3663911846,Male,1,img_161.bmp,train
162,34.4043268221,Male,1,img_162.bmp,test
163,28.0550304558,Male,1,img_163.bmp,train
164,29.527027027,Male,1,img_164.bmp,train
165,25.6756756757,Male,1,img_165.bmp,train
166,36.4878892734,Male,1,img_166.bmp,test
167,25.8455882353,Male,1,img_167.bmp,test
168,36.1263888889,Male,1,img_168.bmp,test
169,30.2680555556,Male,1,img_169.bmp,test
170,26.5784499055,Male,1,img_170.bmp,val
171,25.1018693552,Male,1,img_171.bmp,val
172,25.4990817264,Male,1,img_172.bmp,train
173,22.9168962351,Male,1,img_173.bmp,train
174,33.1191111111,Male,1,img_174.bmp,test
175,28.7448888889,Male,1,img_175.bmp,train
176,28.12,Male,1,img_176.bmp,train
177,21.6211555556,Male,1,img_177.bmp,train
178,38.2434362529,Male,1,img_178.bmp,train
179,27.9073724008,Male,1,img_179.bmp,train
180,34.4043268221,Male,1,img_180.bmp,train
181,25.9878176854,Male,1,img_181.bmp,train
182,31.4209816158,Male,1,img_182.bmp,train
183,24.306797099,Male,1,img_183.bmp,train
184,29.5316110061,Male,1,img_184.bmp,train
185,26.5784499055,Male,1,img_185.bmp,train
186,25.1021622694,Male,1,img_186.bmp,train
187,24.4048799841,Male,1,img_187.bmp,train
188,26.6228558699,Male,1,img_188.bmp,train
189,24.273780352,Male,1,img_189.bmp,test
190,31.8941398866,Male,1,img_190.bmp,test
191,24.6588951901,Male,1,img_191.bmp,train
192,30.6804205515,Male,1,img_192.bmp,train
193,25.1021622694,Male,1,img_193.bmp,train
194,29.8341049383,Male,1,img_194.bmp,train
195,23.4604552469,Male,1,img_195.bmp,test
196,27.669982699,Male,1,img_196.bmp,train
197,24.6293252595,Male,1,img_197.bmp,test
198,24.36357908,Male,1,img_198.bmp,train
199,23.6252888049,Male,1,img_199.bmp,train
200,31.0361842105,Male,1,img_200.bmp,train
201,26.1677631579,Male,1,img_201.bmp,val
202,23.6724489796,Male,1,img_202.bmp,train
203,22.9551020408,Male,1,img_203.bmp,val
204,24.3252595156,Male,1,img_204.bmp,train
205,23.1089965398,Male,1,img_205.bmp,train
206,24.0211937716,Male,1,img_206.bmp,val
207,22.6528979239,Male,1,img_207.bmp,train
208,37.5051459777,Male,1,img_208.bmp,val
209,31.0081915564,Male,1,img_209.bmp,train
210,23.7455432539,Male,1,img_210.bmp,train
211,22.4263464065,Male,1,img_211.bmp,val
212,30.1285714286,Male,1,img_212.bmp,test
213,25.8244897959,Male,1,img_213.bmp,val
214,28.1260813149,Male,1,img_214.bmp,val
215,26.4537197232,Male,1,img_215.bmp,train
216,26.1114285714,Male,1,img_216.bmp,train
217,21.5204081633,Male,1,img_217.bmp,train
218,26.7577854671,Male,1,img_218.bmp,test
219,21.4366349481,Male,1,img_219.bmp,train
220,35.8673469388,Male,1,img_220.bmp,train
221,31.2763265306,Male,1,img_221.bmp,train
222,28.2426538108,Female,1,img_222.bmp,train
223,23.4010560147,Female,1,img_223.bmp,train
224,32.979921186,Male,1,img_224.bmp,train
225,24.4051416776,Male,1,img_225.bmp,train
226,34.6621621622,Male,1,img_226.bmp,train
227,23.75,Male,1,img_227.bmp,train
228,35.2584876543,Male,1,img_228.bmp,val
229,27.1219135802,Male,1,img_229.bmp,train
230,27.8912914104,Male,1,img_230.bmp,train
231,24.4048799841,Male,1,img_231.bmp,val
232,36.2586788336,Male,1,img_232.bmp,train
233,24.4048799841,Male,1,img_233.bmp,train
234,47.2014285714,Female,1,img_234.bmp,test
235,25.8244897959,Female,1,img_235.bmp,train
236,33.4955632716,Female,1,img_236.bmp,train
237,24.4097222222,Female,1,img_237.bmp,train
240,36.1762234825,Male,1,img_240.bmp,train
241,28.7933207309,Male,1,img_241.bmp,train
242,41.6238347191,Female,1,img_242.bmp,train
243,35.7787855883,Female,1,img_243.bmp,train
244,44.3471533426,Male,1,img_244.bmp,train
245,33.0511803214,Male,1,img_245.bmp,train
246,32.8870572511,Female,1,img_246.bmp,train
247,28.9719313878,Female,1,img_247.bmp,train
248,31.1902006173,Male,1,img_248.bmp,train
249,25.0877700617,Male,1,img_249.bmp,val
250,39.7673372781,Female,1,img_250.bmp,train
251,27.2880473373,Female,1,img_251.bmp,train
252,43.3950617284,Male,1,img_252.bmp,train
253,34.9872685185,Male,1,img_253.bmp,val
254,44.7511574074,Male,1,img_254.bmp,val
255,38.6487268519,Male,1,img_255.bmp,train
256,42.0629552549,Male,1,img_256.bmp,test
257,35.6620707596,Male,1,img_257.bmp,train
258,31.9269031142,Male,1,img_258.bmp,train
259,25.5415224913,Male,1,img_259.bmp,train
260,37.1184,Male,1,img_260.bmp,test
261,32.9941333333,Male,1,img_261.bmp,train
262,35.7277249135,Male,1,img_262.bmp,val
263,27.9740484429,Male,1,img_263.bmp,train
264,35.2584876543,Female,1,img_264.bmp,train
265,24.4097222222,Female,1,img_265.bmp,val
266,26.3096458008,Female,1,img_266.bmp,train
267,19.5756293161,Female,1,img_267.bmp,train
268,35.4369387755,Male,1,img_268.bmp,train
269,24.3897959184,Male,1,img_269.bmp,train
270,35.4245401864,Female,1,img_270.bmp,test
271,26.5684051398,Female,1,img_271.bmp,val
272,37.597110152,Male,1,img_272.bmp,train
273,26.5158566335,Male,1,img_273.bmp,test
274,46.3700259516,Male,1,img_274.bmp,train
275,30.2545415225,Male,1,img_275.bmp,train
276,34.3688888889,Male,1,img_276.bmp,train
277,30.9944888889,Male,1,img_277.bmp,train
278,33.7714392944,Male,1,img_278.bmp,train
279,30.4734471758,Male,1,img_279.bmp,test
280,48.8102833552,Male,1,img_280.bmp,test
281,36.9375117283,Male,1,img_281.bmp,val
282,44.6240234375,Female,1,img_282.bmp,train
283,32.953125,Female,1,img_283.bmp,train
284,34.2991180334,Male,1,img_284.bmp,test
285,26.1200975793,Male,1,img_285.bmp,train
286,25.8401596303,Female,1,img_286.bmp,test
287,17.7189666037,Female,1,img_287.bmp,train
288,27.5624860771,Male,1,img_288.bmp,test
289,24.1171753174,Male,1,img_289.bmp,train
290,35.6186666667,Male,1,img_290.bmp,train
291,29.3697777778,Male,1,img_291.bmp,train
292,31.7960722079,Female,1,img_292.bmp,train
293,27.7518349534,Female,1,img_293.bmp,train
294,32.0038580247,Male,1,img_294.bmp,train
295,23.7316743827,Male,1,img_295.bmp,test
296,40.7730263158,Male,1,img_296.bmp,test
297,37.0,Male,1,img_297.bmp,train
298,40.0540540541,Male,1,img_298.bmp,train
299,25.4189189189,Male,1,img_299.bmp,test
302,37.072265625,Female,1,img_302.bmp,val
303,31.7517089844,Female,1,img_303.bmp,train
304,51.7125164196,Male,1,img_304.bmp,train
305,35.4863951961,Male,1,img_305.bmp,test
306,33.9023919753,Male,1,img_306.bmp,test
307,28.4780092593,Male,1,img_307.bmp,train
308,37.9928692062,Male,1,img_308.bmp,val
310,51.4892578125,Female,1,img_310.bmp,train
311,38.6169433594,Female,1,img_311.bmp,val
312,27.3167401806,Male,1,img_312.bmp,train
313,24.5112371351,Male,1,img_313.bmp,test
314,38.6169433594,Female,1,img_314.bmp,train
315,30.0354003906,Female,1,img_315.bmp,train
316,44.6756756757,Male,1,img_316.bmp,train
317,26.7027027027,Male,1,img_317.bmp,train
318,34.0553633218,Female,1,img_318.bmp,train
319,29.4943771626,Female,1,img_319.bmp,train
320,32.7722674073,Male,1,img_320.bmp,val
321,27.8912914104,Male,1,img_321.bmp,train
322,40.8243243243,Male,1,img_322.bmp,train
323,36.972972973,Male,1,img_323.bmp,train
324,39.9337278107,Female,1,img_324.bmp,train
325,23.2946745562,Female,1,img_325.bmp,train
326,43.7422222222,Male,1,img_326.bmp,test
327,33.744,Male,1,img_327.bmp,train
328,36.8716326531,Male,1,img_328.bmp,val
329,26.6853061224,Male,1,img_329.bmp,train
330,43.8917793965,Female,1,img_330.bmp,train
331,31.8215400624,Female,1,img_331.bmp,train
332,30.4065743945,Male,1,img_332.bmp,test
333,26.6057525952,Male,1,img_333.bmp,train
334,36.9375117283,Male,1,img_334.bmp,train
335,23.8774629386,Male,1,img_335.bmp,test
336,42.0823794333,Male,1,img_336.bmp,train
337,26.9116156877,Male,1,img_337.bmp,test
338,26.6287878788,Female,1,img_338.bmp,val
339,20.1733241506,Female,1,img_339.bmp,val
340,32.979921186,Male,1,img_340.bmp,val
341,25.7243385251,Male,1,img_341.bmp,train
342,29.6424354866,Male,1,img_342.bmp,train
343,23.7139483893,Male,1,img_343.bmp,train
344,31.7464818315,Male,1,img_344.bmp,train
345,25.1018693552,Male,1,img_345.bmp,test
346,32.6098632812,Female,1,img_346.bmp,train
347,24.0283203125,Female,1,img_347.bmp,train
348,42.214299118,Male,1,img_348.bmp,train
349,27.7031337962,Male,1,img_349.bmp,train
350,43.8494096681,Female,1,img_350.bmp,train
351,28.1889062152,Female,1,img_351.bmp,test
352,30.1285714286,Male,1,img_352.bmp,train
353,23.6724489796,Male,1,img_353.bmp,val
354,37.5852082869,Male,1,img_354.bmp,train
355,27.4058810425,Male,1,img_355.bmp,train
356,42.4924444444,Male,1,img_356.bmp,train
357,32.4942222222,Male,1,img_357.bmp,test
358,47.2014285714,Female,1,img_358.bmp,train
359,40.3148979592,Female,1,img_359.bmp,train
360,33.1052631579,Male,1,img_360.bmp,train
361,25.4375,Male,1,img_361.bmp,test
362,49.1701323251,Male,1,img_362.bmp,train
363,35.5855912623,Male,1,img_363.bmp,test
364,42.564453125,Female,1,img_364.bmp,train
365,35.0126953125,Female,1,img_365.bmp,train
366,37.1957671958,Female,1,img_366.bmp,train
367,26.037037037,Female,1,img_367.bmp,test
368,36.7434666667,Male,1,img_368.bmp,train
369,27.1201777778,Male,1,img_369.bmp,train
370,46.1168,Male,1,img_370.bmp,test
371,41.4926222222,Male,1,img_371.bmp,val
372,37.6532434041,Male,1,img_372.bmp,val
373,35.5613965483,Male,1,img_373.bmp,train
374,41.1757142857,Male,1,img_374.bmp,train
375,33.2848979592,Male,1,img_375.bmp,train
376,40.1644736842,Male,1,img_376.bmp,test
377,37.3651315789,Male,1,img_377.bmp,train
378,38.4053069719,Female,1,img_378.bmp,test
379,27.0665972945,Female,1,img_379.bmp,train
