y_true,raw,cal,bin,bias_raw,bias_cal
41.606122449,38.53125,38.426469039144195,Severe,-3.0748724489999972,-3.1796534098558027
36.1757629762,33.59375,33.5115050803902,Obese II,-2.582012976199998,-2.664257895809797
41.5346679688,43.25,43.12368143010529,Severe,1.715332031199999,1.5890134613052922
30.0681666295,28.0625,28.005501151912625,Obese I,-2.0056666294999985,-2.062665477587373
23.4010560147,23.6875,23.650469796054654,Normal,0.28644398530000004,0.24941378135465442
27.0435353725,30.515625,30.447429447875844,Overweight,3.472089627500001,3.4038940753758453
38.0872359963,37.59375,37.49324803431749,Obese II,-0.4934859963000022,-0.5939879619825135
31.7464818315,32.5,32.42274724142571,Obese I,0.7535181685000012,0.6762654099257119
27.669982699,26.640625,26.590115961258785,Overweight,-1.0293576989999984,-1.079866737741213
21.7667479827,25.921875,25.874646524224975,Normal,4.1551270173,4.107898541524975
30.6634527089,26.5625,26.512347544189893,Obese I,-4.1009527088999995,-4.151105164710106
58.5833333333,45.5,45.36341184168939,Severe,-13.083333333299997,-13.219921491610606
31.2444444444,34.21875,34.13365241694134,Obese I,2.974305555600001,2.889207972541339
48.860770773,43.15625,43.03035932962263,Severe,-5.704520772999999,-5.830411443377372
44.2199265381,40.25,40.13737421465983,Severe,-3.9699265380999975,-4.082552323440169
31.4614197531,38.375,38.27093220500641,Obese I,6.9135802469000005,6.809512451906411
30.1792929293,32.15625,32.08056620632259,Obese I,1.9769570706999993,1.901273277022586
32.3830017301,32.9375,32.85825037701151,Obese I,0.5544982699000016,0.4752486469115098
44.1930943892,46.625,46.483277047481444,Severe,2.4319056108000012,2.290182658281445
32.7304522165,31.46875,31.39620413611633,Obese I,-1.261702216499998,-1.3342480803836665
25.0854238754,30.78125,30.71184206591008,Overweight,5.6958261246,5.62641819051008
31.7464818315,34.1875,34.10254505011378,Obese I,2.441018168500001,2.3560632186137838
29.8505778017,31.84375,31.769492538047015,Overweight,1.9931721983000017,1.9189147363470163
22.2094594595,25.859375,25.81243179056986,Normal,3.6499155405000003,3.6029723310698607
24.71484375,26.234375,26.185720192500543,Normal,1.51953125,1.4708764425005434
39.5759054232,39.34375,39.23526057666068,Obese II,-0.23215542319999827,-0.3406448465393197
32.9188345473,31.109375,31.038469417599426,Obese I,-1.8094595473000012,-1.880365129700575
39.0478079746,36.03125,35.937879692939646,Obese II,-3.0165579745999977,-3.109928281660352
49.9171597633,37.78125,37.67989223528283,Severe,-12.135909763299999,-12.23726752801717
29.9745851712,24.453125,24.412600283329798,Overweight,-5.521460171200001,-5.561984887870203
22.1487082546,25.734375,25.688002323259635,Normal,3.585666745400001,3.539294068659636
53.7417355372,46.125,45.985559178240536,Severe,-7.6167355372,-7.756176358959465
19.9668639053,22.65625,22.623926690745275,Normal,2.6893860947000015,2.6570627854452766
25.0647401013,25.9375,25.890200207638753,Overweight,0.8727598987,0.8254601063387526
44.6260662567,40.6875,40.572877350245626,Severe,-3.9385662566999997,-4.053188906454373
29.4440686785,26.21875,26.170166509086766,Overweight,-3.225318678499999,-3.2739021694132333
26.6224852071,36.125,36.03120179342231,Overweight,9.502514792900001,9.408716586322313
27.4026530612,28.125,28.06771588556774,Overweight,0.7223469388000012,0.665062824367741
25.6204444444,28.28125,28.223252719705524,Overweight,2.6608055555999996,2.6028082753055237
33.9023919753,33.9375,33.85368611549333,Obese I,0.035108024700001295,-0.04870585980666675
24.4097222222,23.28125,23.246074027296416,Normal,-1.1284722221999992,-1.1636481949035833
21.96875,19.140625,19.12434792264512,Normal,-2.828125,-2.8444020773548786
23.9115646259,26.15625,26.10795177543165,Normal,2.2446853741000012,2.1963871495316525
34.4326530612,38.8125,38.70643534059221,Obese I,4.3798469388,4.273782279392208
30.9862258953,28.4375,28.37878955384331,Obese I,-2.5487258952999987,-2.6074363414566903
26.6057525952,31.625,31.551740970254116,Overweight,5.0192474048000015,4.945988375054117
29.9504757785,35.46875,35.37794709004362,Overweight,5.5182742215000005,5.42747131154362
34.1668319778,29.015625,28.954275840153112,Obese I,-5.151206977800001,-5.212556137646889
23.0032894737,23.0,22.966107725848403,Normal,-0.0032894737000006558,-0.03718174785159789
24.0283203125,22.640625,22.608373007331497,Normal,-1.3876953125,-1.4199473051685025
30.6804205515,30.1875,30.120802096186498,Obese I,-0.49292055149999925,-0.5596184553135011
38.616349481,38.8125,38.70643534059221,Obese II,0.1961505189999997,0.09008585959220738
28.9719313878,27.203125,27.150048564154808,Overweight,-1.7688063878000015,-1.8218828236451934
36.2586788336,49.34375,49.189617961478895,Obese II,13.085071166399999,12.930939127878894
28.0550304558,27.484375,27.43001486560282,Overweight,-0.5706554558000008,-0.6250155901971794
39.0478079746,42.03125,41.910494123830574,Obese II,2.9834420254000023,2.8626861492305764
31.7067346939,27.40625,27.35224644853393,Obese I,-4.3004846939,-4.3544882453660705
24.215921025,28.328125,28.26991376994686,Normal,4.112203975,4.053992744946861
45.5743243243,44.84375,44.7101571383107,Severe,-0.7305743243000009,-0.8641671859893023
42.214299118,42.96875,42.84371512865728,Severe,0.7544508820000004,0.6294160106572804
33.8304358781,31.390625,31.31843571904744,Obese I,-2.4398108780999976,-2.5120001590525582
37.1189164371,43.28125,43.15478879693285,Obese II,6.1623335629000024,6.035872359832851
19.9668639053,25.4375,25.392482338397844,Normal,5.4706360947000015,5.425618433097846
27.4357208448,27.375,27.321139081706374,Overweight,-0.06072084479999873,-0.114581763093625
35.8673469388,25.796875,25.750217056914746,Obese II,-10.070471938799997,-10.117129881885251
41.7062988281,37.1875,37.08885226555925,Severe,-4.518798828100003,-4.617446562540756
29.3697777778,34.5,34.41361871838935,Overweight,5.1302222222000005,5.043840940589352
25.7446289062,25.03125,24.988086569639602,Overweight,-0.7133789061999991,-0.7565423365603969
37.1957671958,29.03125,28.96982952356689,Obese II,-8.164517195800002,-8.225937672233112
28.2426538108,33.34375,33.26264614576975,Overweight,5.1010961892,5.01999233496975
26.3625,27.71875,27.663320116809498,Overweight,1.3562499999999993,1.300820116809497
36.3323680107,33.46875,33.38707561307997,Obese II,-2.8636180107000015,-2.9452923976200296
32.4942222222,46.4375,46.296632846516104,Obese I,13.943277777799999,13.802410624316103
33.1219450743,35.96875,35.87566495928453,Obese I,2.846804925699999,2.753719884984527
37.9258494031,31.578125,31.50507992001278,Obese II,-6.347724403100003,-6.4207694830872235
28.717011556,33.78125,33.69814928135554,Overweight,5.064238444000001,4.981137725355541
24.6837928982,23.25,23.214966660468857,Normal,-1.4337928982,-1.4688262377311432
26.6027832031,27.25,27.196709614396145,Overweight,0.6472167969000004,0.5939264112961453
21.6975308642,18.625,18.611076369990432,Normal,-3.072530864200001,-3.086454494209569
28.7268135904,26.671875,26.62122332808634,Overweight,-2.054938590399999,-2.105590262313658
